user_id,workout_type,intensity,duration_min,calories_burned,age,goal,equipment
2,Bodyweight Squat,low,70,5.13,36,rehabilitation,barbell
2,Plank,low,66,3.52,36,rehabilitation,barbell
2,Bodyweight Squat,low,49,3.59,36,rehabilitation,barbell
2,Bodyweight Squat,very_low,33,1.81,36,rehabilitation,barbell
2,Plank,very_low,60,2.4,36,rehabilitation,barbell
2,Bodyweight Squat,very_low,33,1.81,36,rehabilitation,barbell
2,Plank,low,103,5.49,36,rehabilitation,barbell
2,Bodyweight Squat,high,80,8.8,36,rehabilitation,barbell
2,Plank,moderate,98,6.53,36,rehabilitation,barbell
2,Plank,very_low,36,1.44,36,rehabilitation,barbell
2,Bodyweight Squat,low,88,6.45,36,rehabilitation,barbell
2,Bodyweight Squat,low,43,3.15,36,rehabilitation,barbell
2,Bodyweight Squat,very_low,119,6.54,36,rehabilitation,barbell
2,Bodyweight Squat,very_low,48,2.64,36,rehabilitation,barbell
2,Bodyweight Squat,very_low,36,1.98,36,rehabilitation,barbell
2,Plank,low,54,2.88,36,rehabilitation,barbell
2,Plank,very_low,119,4.76,36,rehabilitation,barbell
2,Plank,high,41,3.28,36,rehabilitation,barbell
2,Bodyweight Squat,low,73,5.35,36,rehabilitation,barbell
2,Bodyweight Squat,very_low,94,5.17,36,rehabilitation,barbell
2,Plank,low,67,3.57,36,rehabilitation,barbell
2,Bodyweight Squat,low,90,6.6,36,rehabilitation,barbell
2,Plank,very_low,119,4.76,36,rehabilitation,barbell
2,Plank,low,92,4.91,36,rehabilitation,barbell
2,Bodyweight Squat,low,85,6.23,36,rehabilitation,barbell
2,Bodyweight Squat,low,105,7.7,36,rehabilitation,barbell
2,Bodyweight Squat,moderate,86,7.88,36,rehabilitation,barbell
2,Plank,moderate,110,7.33,36,rehabilitation,barbell
2,Plank,low,35,1.87,36,rehabilitation,barbell
2,Plank,very_low,35,1.4,36,rehabilitation,barbell
2,Plank,low,32,1.71,36,rehabilitation,barbell
2,Bodyweight Squat,very_low,63,3.47,36,rehabilitation,barbell
2,Bodyweight Squat,moderate,89,8.16,36,rehabilitation,barbell
2,Plank,very_low,99,3.96,36,rehabilitation,barbell
2,Plank,low,113,6.03,36,rehabilitation,barbell
2,Plank,low,58,3.09,36,rehabilitation,barbell
3,Pushups,moderate,101,10.94,29,lose_weight,exercise_bands
3,Bodyweight Squat,very_low,117,6.43,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,105,9.62,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,60,5.5,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,30,2.75,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,79,5.79,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,87,6.38,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,105,11.55,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,66,7.26,29,lose_weight,exercise_bands
3,Pushups,low,85,7.37,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,90,6.6,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,98,10.78,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,91,10.01,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,85,9.35,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,43,4.73,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,82,9.02,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,61,5.59,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,105,9.62,29,lose_weight,exercise_bands
3,Pushups,high,77,10.01,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,115,8.43,29,lose_weight,exercise_bands
3,Pushups,moderate,49,5.31,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,54,5.94,29,lose_weight,exercise_bands
3,Pushups,moderate,38,4.12,29,lose_weight,exercise_bands
3,Pushups,moderate,59,6.39,29,lose_weight,exercise_bands
3,Pushups,high,66,8.58,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,117,12.87,29,lose_weight,exercise_bands
3,Pushups,moderate,93,10.07,29,lose_weight,exercise_bands
3,Pushups,moderate,68,7.37,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,48,5.28,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,53,5.83,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,64,5.87,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,55,4.03,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,67,4.91,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,35,2.57,29,lose_weight,exercise_bands
3,Pushups,high,119,15.47,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,96,8.8,29,lose_weight,exercise_bands
3,Pushups,low,97,8.41,29,lose_weight,exercise_bands
3,Pushups,moderate,73,7.91,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,54,4.95,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,64,5.87,29,lose_weight,exercise_bands
3,Pushups,low,77,6.67,29,lose_weight,exercise_bands
3,Bodyweight Squat,high,59,6.49,29,lose_weight,exercise_bands
3,Pushups,high,52,6.76,29,lose_weight,exercise_bands
3,Pushups,high,117,15.21,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,108,7.92,29,lose_weight,exercise_bands
3,Bodyweight Squat,low,61,4.47,29,lose_weight,exercise_bands
3,Pushups,moderate,41,4.44,29,lose_weight,exercise_bands
3,Pushups,low,84,7.28,29,lose_weight,exercise_bands
3,Bodyweight Squat,moderate,62,5.68,29,lose_weight,exercise_bands
3,Pushups,moderate,59,6.39,29,lose_weight,exercise_bands
4,Elliptical,low,97,8.41,37,increase_stamina,home_weights
4,Pushups,low,116,10.05,37,increase_stamina,home_weights
4,Elliptical,high,68,8.84,37,increase_stamina,home_weights
4,Elliptical,moderate,88,9.53,37,increase_stamina,home_weights
4,Elliptical,moderate,117,12.68,37,increase_stamina,home_weights
4,Bodyweight Squat,moderate,76,6.97,37,increase_stamina,home_weights
4,Elliptical,moderate,89,9.64,37,increase_stamina,home_weights
4,Elliptical,moderate,97,10.51,37,increase_stamina,home_weights
4,Elliptical,moderate,70,7.58,37,increase_stamina,home_weights
4,Elliptical,low,102,8.84,37,increase_stamina,home_weights
4,Elliptical,moderate,56,6.07,37,increase_stamina,home_weights
4,Bodyweight Squat,high,97,10.67,37,increase_stamina,home_weights
4,Elliptical,low,97,8.41,37,increase_stamina,home_weights
4,Bodyweight Squat,high,97,10.67,37,increase_stamina,home_weights
4,Elliptical,low,102,8.84,37,increase_stamina,home_weights
4,Bodyweight Squat,high,31,3.41,37,increase_stamina,home_weights
4,Bodyweight Squat,low,34,2.49,37,increase_stamina,home_weights
4,Bodyweight Squat,moderate,94,8.62,37,increase_stamina,home_weights
4,Pushups,low,48,4.16,37,increase_stamina,home_weights
4,Pushups,high,56,7.28,37,increase_stamina,home_weights
4,Elliptical,low,118,10.23,37,increase_stamina,home_weights
4,Elliptical,high,115,14.95,37,increase_stamina,home_weights
4,Pushups,moderate,35,3.79,37,increase_stamina,home_weights
4,Elliptical,moderate,74,8.02,37,increase_stamina,home_weights
4,Elliptical,moderate,33,3.58,37,increase_stamina,home_weights
4,Elliptical,high,97,12.61,37,increase_stamina,home_weights
4,Elliptical,high,85,11.05,37,increase_stamina,home_weights
4,Elliptical,moderate,115,12.46,37,increase_stamina,home_weights
4,Elliptical,moderate,106,11.48,37,increase_stamina,home_weights
4,Bodyweight Squat,high,62,6.82,37,increase_stamina,home_weights
4,Bodyweight Squat,high,93,10.23,37,increase_stamina,home_weights
4,Elliptical,moderate,92,9.97,37,increase_stamina,home_weights
4,Elliptical,low,34,2.95,37,increase_stamina,home_weights
4,Pushups,high,49,6.37,37,increase_stamina,home_weights
4,Elliptical,high,32,4.16,37,increase_stamina,home_weights
4,Bodyweight Squat,moderate,43,3.94,37,increase_stamina,home_weights
4,Pushups,low,92,7.97,37,increase_stamina,home_weights
4,Elliptical,moderate,78,8.45,37,increase_stamina,home_weights
4,Elliptical,high,85,11.05,37,increase_stamina,home_weights
4,Bodyweight Squat,low,46,3.37,37,increase_stamina,home_weights
4,Elliptical,high,115,14.95,37,increase_stamina,home_weights
4,Elliptical,very_low,111,7.21,37,increase_stamina,home_weights
4,Elliptical,high,119,15.47,37,increase_stamina,home_weights
4,Pushups,moderate,33,3.58,37,increase_stamina,home_weights
4,Elliptical,high,53,6.89,37,increase_stamina,home_weights
4,Pushups,moderate,46,4.98,37,increase_stamina,home_weights
4,Pushups,high,30,3.9,37,increase_stamina,home_weights
4,Bodyweight Squat,low,64,4.69,37,increase_stamina,home_weights
4,Bodyweight Squat,moderate,71,6.51,37,increase_stamina,home_weights
4,Elliptical,moderate,65,7.04,37,increase_stamina,home_weights
5,Elliptical,high,93,12.09,40,increase_stamina,full_gym
5,Elliptical,moderate,31,3.36,40,increase_stamina,full_gym
5,Treadmill Run,high,117,18.72,40,increase_stamina,full_gym
5,Treadmill Run,moderate,49,6.53,40,increase_stamina,full_gym
5,Treadmill Run,moderate,34,4.53,40,increase_stamina,full_gym
5,Treadmill Run,moderate,30,4.0,40,increase_stamina,full_gym
5,Treadmill Run,very_low,94,7.52,40,increase_stamina,full_gym
5,Treadmill Run,low,60,6.4,40,increase_stamina,full_gym
5,Rowing Machine,moderate,34,4.82,40,increase_stamina,full_gym
5,Rowing Machine,high,88,14.96,40,increase_stamina,full_gym
5,Treadmill Run,low,116,12.37,40,increase_stamina,full_gym
5,Elliptical,moderate,94,10.18,40,increase_stamina,full_gym
5,Treadmill Run,high,40,6.4,40,increase_stamina,full_gym
5,Rowing Machine,moderate,81,11.47,40,increase_stamina,full_gym
5,Elliptical,moderate,63,6.83,40,increase_stamina,full_gym
5,Treadmill Run,high,79,12.64,40,increase_stamina,full_gym
5,Elliptical,low,111,9.62,40,increase_stamina,full_gym
5,HIIT Sprints,high,89,16.02,40,increase_stamina,full_gym
5,Rowing Machine,high,51,8.67,40,increase_stamina,full_gym
5,Bodyweight Squat,moderate,112,10.27,40,increase_stamina,full_gym
5,Treadmill Run,high,99,15.84,40,increase_stamina,full_gym
5,Rowing Machine,moderate,50,7.08,40,increase_stamina,full_gym
5,Rowing Machine,high,97,16.49,40,increase_stamina,full_gym
5,HIIT Sprints,low,115,13.8,40,increase_stamina,full_gym
5,Treadmill Run,high,107,17.12,40,increase_stamina,full_gym
5,Treadmill Run,moderate,60,8.0,40,increase_stamina,full_gym
5,Rowing Machine,moderate,66,9.35,40,increase_stamina,full_gym
5,HIIT Sprints,low,36,4.32,40,increase_stamina,full_gym
5,Treadmill Run,moderate,117,15.6,40,increase_stamina,full_gym
5,Treadmill Run,moderate,111,14.8,40,increase_stamina,full_gym
5,HIIT Sprints,moderate,99,14.85,40,increase_stamina,full_gym
5,Treadmill Run,high,31,4.96,40,increase_stamina,full_gym
5,Elliptical,low,63,5.46,40,increase_stamina,full_gym
5,Treadmill Run,low,79,8.43,40,increase_stamina,full_gym
5,Treadmill Run,high,97,15.52,40,increase_stamina,full_gym
5,Rowing Machine,moderate,113,16.01,40,increase_stamina,full_gym
5,Elliptical,low,98,8.49,40,increase_stamina,full_gym
5,Treadmill Run,high,59,9.44,40,increase_stamina,full_gym
5,HIIT Sprints,high,58,10.44,40,increase_stamina,full_gym
5,Treadmill Run,moderate,113,15.07,40,increase_stamina,full_gym
5,Treadmill Run,low,109,11.63,40,increase_stamina,full_gym
5,Elliptical,moderate,45,4.88,40,increase_stamina,full_gym
5,Elliptical,high,80,10.4,40,increase_stamina,full_gym
5,Treadmill Run,high,73,11.68,40,increase_stamina,full_gym
5,HIIT Sprints,high,77,13.86,40,increase_stamina,full_gym
5,Treadmill Run,low,98,10.45,40,increase_stamina,full_gym
5,Bodyweight Squat,moderate,47,4.31,40,increase_stamina,full_gym
5,Elliptical,high,53,6.89,40,increase_stamina,full_gym
5,Rowing Machine,moderate,34,4.82,40,increase_stamina,full_gym
5,Treadmill Run,high,117,18.72,40,increase_stamina,full_gym
6,Treadmill Run,low,93,9.92,38,increase_stamina,bodyweight_only
6,Treadmill Run,low,83,8.85,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,67,10.72,38,increase_stamina,bodyweight_only
6,Bodyweight Squat,low,71,5.21,38,increase_stamina,bodyweight_only
6,Bodyweight Squat,moderate,46,4.22,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,105,16.8,38,increase_stamina,bodyweight_only
6,HIIT Sprints,high,53,9.54,38,increase_stamina,bodyweight_only
6,HIIT Sprints,high,112,20.16,38,increase_stamina,bodyweight_only
6,Treadmill Run,low,56,5.97,38,increase_stamina,bodyweight_only
6,HIIT Sprints,high,92,16.56,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,105,14.0,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,87,13.92,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,73,9.73,38,increase_stamina,bodyweight_only
6,Treadmill Run,low,36,3.84,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,99,13.2,38,increase_stamina,bodyweight_only
6,HIIT Sprints,high,38,6.84,38,increase_stamina,bodyweight_only
6,Bodyweight Squat,high,97,10.67,38,increase_stamina,bodyweight_only
6,HIIT Sprints,moderate,51,7.65,38,increase_stamina,bodyweight_only
6,HIIT Sprints,moderate,44,6.6,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,30,4.8,38,increase_stamina,bodyweight_only
6,Treadmill Run,very_low,98,7.84,38,increase_stamina,bodyweight_only
6,HIIT Sprints,high,47,8.46,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,54,7.2,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,69,11.04,38,increase_stamina,bodyweight_only
6,Pushups,moderate,101,10.94,38,increase_stamina,bodyweight_only
6,HIIT Sprints,moderate,53,7.95,38,increase_stamina,bodyweight_only
6,HIIT Sprints,moderate,79,11.85,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,97,12.93,38,increase_stamina,bodyweight_only
6,Treadmill Run,low,42,4.48,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,56,7.47,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,98,13.07,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,90,12.0,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,54,8.64,38,increase_stamina,bodyweight_only
6,Treadmill Run,low,53,5.65,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,67,8.93,38,increase_stamina,bodyweight_only
6,HIIT Sprints,moderate,81,12.15,38,increase_stamina,bodyweight_only
6,Pushups,moderate,94,10.18,38,increase_stamina,bodyweight_only
6,Pushups,high,88,11.44,38,increase_stamina,bodyweight_only
6,Treadmill Run,low,54,5.76,38,increase_stamina,bodyweight_only
6,Pushups,high,103,13.39,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,109,17.44,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,91,14.56,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,56,7.47,38,increase_stamina,bodyweight_only
6,Bodyweight Squat,moderate,82,7.52,38,increase_stamina,bodyweight_only
6,Treadmill Run,high,78,12.48,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,84,11.2,38,increase_stamina,bodyweight_only
6,Pushups,low,70,6.07,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,80,10.67,38,increase_stamina,bodyweight_only
6,Treadmill Run,moderate,31,4.13,38,increase_stamina,bodyweight_only
6,HIIT Sprints,high,59,10.62,38,increase_stamina,bodyweight_only
7,Plank,very_low,115,4.6,49,rehabilitation,barbell
7,Plank,low,116,6.19,49,rehabilitation,barbell
7,Plank,low,78,4.16,49,rehabilitation,barbell
7,Plank,low,105,5.6,49,rehabilitation,barbell
7,Plank,moderate,114,7.6,49,rehabilitation,barbell
7,Bodyweight Squat,low,63,4.62,49,rehabilitation,barbell
7,Plank,low,74,3.95,49,rehabilitation,barbell
7,Bodyweight Squat,very_low,54,2.97,49,rehabilitation,barbell
7,Bodyweight Squat,low,72,5.28,49,rehabilitation,barbell
7,Plank,low,82,4.37,49,rehabilitation,barbell
7,Bodyweight Squat,low,31,2.27,49,rehabilitation,barbell
7,Bodyweight Squat,high,71,7.81,49,rehabilitation,barbell
7,Bodyweight Squat,low,81,5.94,49,rehabilitation,barbell
7,Bodyweight Squat,low,111,8.14,49,rehabilitation,barbell
7,Plank,low,86,4.59,49,rehabilitation,barbell
7,Plank,moderate,77,5.13,49,rehabilitation,barbell
7,Plank,low,91,4.85,49,rehabilitation,barbell
7,Plank,very_low,69,2.76,49,rehabilitation,barbell
7,Bodyweight Squat,low,84,6.16,49,rehabilitation,barbell
7,Bodyweight Squat,low,78,5.72,49,rehabilitation,barbell
7,Bodyweight Squat,very_low,57,3.13,49,rehabilitation,barbell
7,Plank,very_low,53,2.12,49,rehabilitation,barbell
7,Bodyweight Squat,high,59,6.49,49,rehabilitation,barbell
7,Bodyweight Squat,very_low,116,6.38,49,rehabilitation,barbell
7,Bodyweight Squat,low,96,7.04,49,rehabilitation,barbell
7,Plank,moderate,105,7.0,49,rehabilitation,barbell
7,Bodyweight Squat,low,51,3.74,49,rehabilitation,barbell
7,Plank,low,102,5.44,49,rehabilitation,barbell
7,Plank,moderate,79,5.27,49,rehabilitation,barbell
7,Bodyweight Squat,low,111,8.14,49,rehabilitation,barbell
7,Plank,very_low,54,2.16,49,rehabilitation,barbell
7,Bodyweight Squat,very_low,42,2.31,49,rehabilitation,barbell
7,Bodyweight Squat,very_low,52,2.86,49,rehabilitation,barbell
7,Bodyweight Squat,moderate,109,9.99,49,rehabilitation,barbell
7,Bodyweight Squat,low,56,4.11,49,rehabilitation,barbell
7,Bodyweight Squat,very_low,116,6.38,49,rehabilitation,barbell
7,Plank,low,100,5.33,49,rehabilitation,barbell
7,Plank,low,45,2.4,49,rehabilitation,barbell
7,Plank,low,40,2.13,49,rehabilitation,barbell
7,Bodyweight Squat,low,78,5.72,49,rehabilitation,barbell
7,Bodyweight Squat,low,81,5.94,49,rehabilitation,barbell
7,Bodyweight Squat,high,43,4.73,49,rehabilitation,barbell
7,Plank,low,55,2.93,49,rehabilitation,barbell
7,Plank,moderate,96,6.4,49,rehabilitation,barbell
7,Plank,very_low,103,4.12,49,rehabilitation,barbell
7,Plank,very_low,97,3.88,49,rehabilitation,barbell
7,Bodyweight Squat,very_low,106,5.83,49,rehabilitation,barbell
7,Plank,very_low,93,3.72,49,rehabilitation,barbell
7,Bodyweight Squat,high,56,6.16,49,rehabilitation,barbell
7,Bodyweight Squat,low,96,7.04,49,rehabilitation,barbell
8,Rowing Machine,low,52,5.89,30,increase_stamina,kettlebells
8,Rowing Machine,high,112,19.04,30,increase_stamina,kettlebells
8,Rowing Machine,low,41,4.65,30,increase_stamina,kettlebells
8,Pushups,moderate,84,9.1,30,increase_stamina,kettlebells
8,Bodyweight Squat,low,54,3.96,30,increase_stamina,kettlebells
8,Bodyweight Squat,moderate,67,6.14,30,increase_stamina,kettlebells
8,Rowing Machine,high,114,19.38,30,increase_stamina,kettlebells
8,Rowing Machine,moderate,118,16.72,30,increase_stamina,kettlebells
8,HIIT Sprints,high,36,6.48,30,increase_stamina,kettlebells
8,Rowing Machine,moderate,108,15.3,30,increase_stamina,kettlebells
8,Pushups,high,34,4.42,30,increase_stamina,kettlebells
8,Rowing Machine,low,87,9.86,30,increase_stamina,kettlebells
8,Bodyweight Squat,high,96,10.56,30,increase_stamina,kettlebells
8,Rowing Machine,high,73,12.41,30,increase_stamina,kettlebells
8,HIIT Sprints,moderate,105,15.75,30,increase_stamina,kettlebells
8,Rowing Machine,very_low,67,5.69,30,increase_stamina,kettlebells
8,Pushups,low,99,8.58,30,increase_stamina,kettlebells
8,Pushups,moderate,118,12.78,30,increase_stamina,kettlebells
8,HIIT Sprints,high,119,21.42,30,increase_stamina,kettlebells
8,Bodyweight Squat,moderate,84,7.7,30,increase_stamina,kettlebells
8,Pushups,low,87,7.54,30,increase_stamina,kettlebells
8,Pushups,moderate,70,7.58,30,increase_stamina,kettlebells
8,Rowing Machine,moderate,45,6.38,30,increase_stamina,kettlebells
8,HIIT Sprints,moderate,46,6.9,30,increase_stamina,kettlebells
8,Pushups,high,114,14.82,30,increase_stamina,kettlebells
8,Bodyweight Squat,moderate,60,5.5,30,increase_stamina,kettlebells
8,Rowing Machine,high,75,12.75,30,increase_stamina,kettlebells
8,Rowing Machine,high,42,7.14,30,increase_stamina,kettlebells
8,Pushups,high,90,11.7,30,increase_stamina,kettlebells
8,Pushups,moderate,58,6.28,30,increase_stamina,kettlebells
8,HIIT Sprints,high,86,15.48,30,increase_stamina,kettlebells
8,Pushups,low,90,7.8,30,increase_stamina,kettlebells
8,Rowing Machine,moderate,63,8.93,30,increase_stamina,kettlebells
8,Rowing Machine,moderate,63,8.93,30,increase_stamina,kettlebells
8,Bodyweight Squat,moderate,78,7.15,30,increase_stamina,kettlebells
8,Rowing Machine,high,80,13.6,30,increase_stamina,kettlebells
8,Bodyweight Squat,very_low,64,3.52,30,increase_stamina,kettlebells
8,Rowing Machine,high,87,14.79,30,increase_stamina,kettlebells
8,Rowing Machine,moderate,92,13.03,30,increase_stamina,kettlebells
8,Bodyweight Squat,low,72,5.28,30,increase_stamina,kettlebells
8,HIIT Sprints,high,50,9.0,30,increase_stamina,kettlebells
8,HIIT Sprints,high,104,18.72,30,increase_stamina,kettlebells
8,Rowing Machine,high,111,18.87,30,increase_stamina,kettlebells
8,HIIT Sprints,high,55,9.9,30,increase_stamina,kettlebells
8,HIIT Sprints,moderate,52,7.8,30,increase_stamina,kettlebells
8,Rowing Machine,moderate,65,9.21,30,increase_stamina,kettlebells
8,HIIT Sprints,moderate,84,12.6,30,increase_stamina,kettlebells
8,Rowing Machine,low,71,8.05,30,increase_stamina,kettlebells
8,HIIT Sprints,high,64,11.52,30,increase_stamina,kettlebells
8,Rowing Machine,low,54,6.12,30,increase_stamina,kettlebells
9,Rowing Machine,high,103,17.51,42,lose_weight,full_gym
9,Treadmill Run,low,50,5.33,42,lose_weight,full_gym
9,Treadmill Run,high,88,14.08,42,lose_weight,full_gym
9,Treadmill Run,moderate,59,7.87,42,lose_weight,full_gym
9,Rowing Machine,moderate,93,13.18,42,lose_weight,full_gym
9,Deadlift,high,109,17.44,42,lose_weight,full_gym
9,Pushups,high,54,7.02,42,lose_weight,full_gym
9,Treadmill Run,moderate,83,11.07,42,lose_weight,full_gym
9,Bodyweight Squat,high,86,9.46,42,lose_weight,full_gym
9,Rowing Machine,moderate,60,8.5,42,lose_weight,full_gym
9,HIIT Sprints,moderate,85,12.75,42,lose_weight,full_gym
9,HIIT Sprints,moderate,112,16.8,42,lose_weight,full_gym
9,Treadmill Run,very_low,38,3.04,42,lose_weight,full_gym
9,Treadmill Run,moderate,71,9.47,42,lose_weight,full_gym
9,Treadmill Run,high,92,14.72,42,lose_weight,full_gym
9,HIIT Sprints,high,74,13.32,42,lose_weight,full_gym
9,Treadmill Run,low,94,10.03,42,lose_weight,full_gym
9,Barbell Squat,moderate,91,11.38,42,lose_weight,full_gym
9,Rowing Machine,moderate,37,5.24,42,lose_weight,full_gym
9,Rowing Machine,moderate,108,15.3,42,lose_weight,full_gym
9,Treadmill Run,low,92,9.81,42,lose_weight,full_gym
9,Elliptical,high,107,13.91,42,lose_weight,full_gym
9,Barbell Squat,high,49,7.35,42,lose_weight,full_gym
9,Elliptical,low,103,8.93,42,lose_weight,full_gym
9,Treadmill Run,high,73,11.68,42,lose_weight,full_gym
